,Location,Price,Size,Rooms,Bathrooms,link
330,Centro - Bogotá,$218.700.000,"26,54m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/go-life-&-work./centro/bogota/7134285
331,Centro - Bogotá,$262.000.000,"30,48m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/go-life-&-work./centro/bogota/7134285
332,Centro - Bogotá,$733.364.012,"97,17m²",2ha.,3ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/frontier/centro/bogota/6483883
333,Centro - Bogotá,$260.800.000,"27,33m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/go-life-&-work./centro/bogota/7134285
334,Centro - Bogotá,$229.300.000,"27,33m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/go-life-&-work./centro/bogota/7134285
335,La Balsa Variante Chía - Chía,$182.361.192,"42,71m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/country-paradise./la-balsa--variante-chia/chia/6677348
336,La Balsa Variante Chía - Chía,$201.880.160,50m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/country-paradise./la-balsa--variante-chia/chia/6677348
337,La Balsa Variante Chía - Chía,$199.798.768,50m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/country-paradise./la-balsa--variante-chia/chia/6677348
338,Ciudad Bochalema - Cali,$175.240.000,"33,7m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
339,Ciudad Bochalema - Cali,$187.035.000,"33,7m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
340,Ciudad Bochalema - Cali,$386.344.000,"68,99m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
341,Ciudad Bochalema - Cali,$190.405.000,"33,7m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
342,Ciudad Bochalema - Cali,$384.200.000,68m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
343,Ciudad Bochalema - Cali,$185.350.000,"33,7m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
344,Ciudad Bochalema - Cali,$380.800.000,68m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
345,Ciudad Bochalema - Cali,$188.720.000,"33,7m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
346,Ciudad Bochalema - Cali,$243.910.500,"43,17m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
347,Ciudad Bochalema - Cali,$351.286.000,"71,94m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bosques-de-bochalema/ciudad-bochalema-/cali/6302159
348,Ciudad Bochalema - Cali,$267.157.079,"64,02m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/leparc-bochalema/ciudad-bochalema/cali/6972650
349,Ciudad Bochalema - Cali,$160.664.000,"58,43m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/tierralinda-del-parque/ciudad-bochalema/cali/6728039
350,Centro - Bogotá,$341.600.000,"40,62m²",2ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/go-life-&-work./centro/bogota/7134285
351,Centro - Bogotá,$272.600.000,"31,03m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/go-life-&-work./centro/bogota/7134285
352,La Balsa Variante Chía - Chía,$188.900.000,49m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/country-paradise./la-balsa--variante-chia/chia/6677348
353,Centro - Bogotá,$193.000.000,35m²,2ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/urbana-30/centro/bogota/5893098
354,Ciudad Bochalema - Cali,$193.775.000,"33,7m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
355,Ciudad Bochalema - Cali,$379.445.000,"68,99m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
356,Ciudad Bochalema - Cali,$382.894.000,"68,99m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
357,Ciudad Bochalema - Cali,$377.400.000,68m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
358,Ciudad Bochalema - Cali,$263.172.000,"50,61m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
359,Ciudad Bochalema - Cali,$269.805.913,"64,02m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/leparc-bochalema/ciudad-bochalema/cali/6972650
360,Ciudad Bochalema - Cali,$279.654.981,"80,88m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/k108-roble/ciudad-bochalema/cali/6317059
361,Carrera 6 Sur Calle 10C - Jamundí,$136.278.900,"74,95m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bosque-encantado-sur/carrera-6-sur-calle-10c/jamundi/6536521
362,Ciudad Bochalema - Cali,$420.424.000,"94,88m²",3ha.,3ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bosques-de-bochalema/ciudad-bochalema-/cali/6302159
363,Ciudad Pacífica - Cali,$165.375.000,"64,32m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/tierralinda-del-lago/ciudad-pacifica/cali/7052640
364,la balsa - Chía,$383.100.000,"76,62m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise--forest/la-balsa/chia/6677917
365,LA Balsa - Chía,$289.800.000,"57,96m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise--forest/la-balsa/chia/6677917
366,la Balsa - Chía,$950.000.000,152m²,3ha.,4ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/vila-rosa/la-balsa/chia/6898017
367,La BALSA - Chía,$277.800.000,"57,96m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise--forest/la-balsa/chia/6677917
368,la Balsa - Chía,$342.800.000,"68,56m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise--forest/la-balsa/chia/6677917
369,Ciudad Bochalema - Cali,$172.140.000,"62,21m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/tierralinda-del-parque/ciudad-bochalema/cali/6728039
370,Ciudad Bochalema - Cali,$164.850.000,"62,74m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/tierralinda-del-parque/ciudad-bochalema/cali/6728039
371,Ciudad Bochalema - Cali,$391.455.000,"78,22m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bosques-de-bochalema/ciudad-bochalema-/cali/6302159
372,Ciudad Bochalema - Cali,$373.977.000,"79,67m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bosques-de-bochalema/ciudad-bochalema-/cali/6302159
373,Ciudad Bochalema - Cali,$237.435.000,"43,17m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
374,Ciudad Bochalema - Cali,$374.000.000,68m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/best--living-apartaestudios/ciudad-bochalema/cali/7186005
375,la Balsa - Chía,$342.800.000,"68,56m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise--forest/la-balsa/chia/6677917
376,la Balsa - Chía,$950.000.000,152m²,3ha.,4ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/vila-rosa/la-balsa/chia/6898017
377,La BALSA - Chía,$277.800.000,"57,96m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise--forest/la-balsa/chia/6677917
378,la balsa - Chía,$383.100.000,"76,62m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise--forest/la-balsa/chia/6677917
379,LA Balsa - Chía,$289.800.000,"57,96m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/paradise--forest/la-balsa/chia/6677917
380,la Balsa - Chía,$957.000.000,152m²,3ha.,4ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/vila-rosa/la-balsa/chia/6898017
381,La Candelaria - Bogotá,$137.992.284,"23,33m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/santa-barbara-suites-royal/la-candelaria/bogota/7002424
382,Vereda la Balsa carrera 1 Km 2 - Chía,$169.300.000,"40,46m²",2ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/serralta/vereda-la-balsa-carrera-1-km-2/chia/5959751
383,La Candelaria - Bogotá,$128.172.600,"22,97m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/santa-barbara-suites-royal/la-candelaria/bogota/7002424
384,La Candelaria - Bogotá,$138.702.060,"23,45m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/santa-barbara-suites-royal/la-candelaria/bogota/7002424
385,La Candelaria - Bogotá,$230.332.914,"37,87m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/santa-barbara-suites-royal/la-candelaria/bogota/7002424
386,La Candelaria - Bogotá,$170.580.600,"30,57m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/santa-barbara-suites-royal/la-candelaria/bogota/7002424
387,Vereda la Balsa carrera 1 Km 2 - Chía,$159.700.000,"40,32m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/serralta/vereda-la-balsa-carrera-1-km-2/chia/5959751
388,Chapinero - Bogotá,$157.200.000,"21,2m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/oikos-infinitum-58/chapinero/bogota/6328006
389,Chapinero - Bogotá,$358.679.604,"38,03m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bo-59/chapinero/bogota/7057003
390,Chapinero - Bogotá,$182.000.000,"27,64m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/urbano-48/chapinero/bogota/6023818
391,Chapinero - Bogotá,$187.852.000,"26,72m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/soho-54a/chapinero/bogota/5710949
392,Chapinero - Bogotá,$182.000.000,"20,97m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/urbano-48/chapinero/bogota/6023818
393,Chapinero - Bogotá,$195.865.000,"27,98m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/soho-54a/chapinero/bogota/5710949
394,Chapinero - Bogotá,$173.530.000,"24,55m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/soho-54a/chapinero/bogota/5710949
395,Chapinero - Bogotá,$191.860.000,"26,72m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/soho-54a/chapinero/bogota/5710949
396,Chapinero - Bogotá,$192.538.000,"27,43m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/soho-54a/chapinero/bogota/5710949
397,Poblado Campestre - Cali,$109.690.000,"47,85m²",2ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/trigales/poblado-campestre/cali/6958781
398,CIRCASIA - Armenia,$1.138.275.000,"255,2m²",4ha.,5ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/entremaderos/circasia/armenia/6362955
399,Circasia - Armenia,$1.007.595.000,"215,6m²",4ha.,5ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/entremaderos/circasia/armenia/6362955
400,la Balsa - Chía,$957.000.000,152m²,3ha.,4ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/vila-rosa/la-balsa/chia/6898017
401,Chapinero - Bogotá,$168.778.000,"23,83m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/soho-54a/chapinero/bogota/5710949
402,Chapinero - Bogotá,$419.037.186,"43,94m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bo-59/chapinero/bogota/7057003
403,Chapinero - Bogotá,$349.643.621,"38,03m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bo-59/chapinero/bogota/7057003
404,Chapinero - Bogotá,$463.559.455,"37,85m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bo-59/chapinero/bogota/7057003
405,Chapinero - Bogotá,$245.000.000,"30,5m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/view-63/chapinero/bogota/4315999
406,Chapinero - Bogotá,$541.836.646,"47,22m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bo-59/chapinero/bogota/7057003
407,Chapinero - Bogotá,$632.860.470,"76,18m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bo-59/chapinero/bogota/7057003
408,Chapinero - Bogotá,$555.000.000,61m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/view-63/chapinero/bogota/4315999
409,Chapinero - Bogotá,$587.000.000,63m²,2ha.,3ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/torres-de-adar-vi/chapinero/bogota/7164592
410,Chapinero - Bogotá,$425.000.000,45m²,1ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/torres-de-adar-vi/chapinero/bogota/7164592
411,Chapinero - Bogotá,$159.181.200,"18,54m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/latitud-58/chapinero/bogota/6780731
412,Chapinero - Bogotá,$159.181.200,"17,12m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/latitud-58/chapinero/bogota/6780731
413,Centro - La Vega,$295.079.000,54m²,1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/ayanda-reserva-verde/centro/la-vega/7132409
414,samaria - Chía,$908.200.000,136m²,3ha.,3ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/samaria/samaria/chia/6515727
415,Centro - La Vega,$284.185.400,57m²,1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/ayanda-reserva-verde/centro/la-vega/7132409
416,La Candelaria - Bogotá,$128.172.600,"22,97m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/santa-barbara-suites-royal/la-candelaria/bogota/7002424
417,La Candelaria - Bogotá,$138.702.060,"23,45m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/santa-barbara-suites-royal/la-candelaria/bogota/7002424
418,La Candelaria - Bogotá,$230.332.914,"37,87m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/santa-barbara-suites-royal/la-candelaria/bogota/7002424
419,La Candelaria - Bogotá,$170.580.600,"30,57m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/santa-barbara-suites-royal/la-candelaria/bogota/7002424
420,Vereda la Balsa carrera 1 Km 2 - Chía,$159.700.000,"40,32m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/serralta/vereda-la-balsa-carrera-1-km-2/chia/5959751
421,20 De Julio - Chía,$365.627.874,"84,25m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/vibo-12--2-picnic-condominio/20-de-julio/chia/6451729
422,20 DE JULIO - Chía,$372.300.260,"84,25m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/vibo-12--2-picnic-condominio/20-de-julio/chia/6451729
423,Chapinero - Bogotá,$441.374.092,"46,56m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/bo-59/chapinero/bogota/7057003
424,Chapinero - Bogotá,$197.365.000,"27,98m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/soho-54a/chapinero/bogota/5710949
425,Chapinero - Bogotá,$587.000.000,63m²,2ha.,3ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/torres-de-adar-vi/chapinero/bogota/7164592
426,Chapinero - Bogotá,$425.000.000,45m²,1ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/torres-de-adar-vi/chapinero/bogota/7164592
427,Chapinero - Bogotá,$555.000.000,61m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/view-63/chapinero/bogota/4315999
428,Chapinero - Bogotá,$159.181.200,"18,54m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/latitud-58/chapinero/bogota/6780731
429,Centro - La Vega,$295.079.000,54m²,1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/ayanda-reserva-verde/centro/la-vega/7132409
430,samaria - Chía,$908.200.000,136m²,3ha.,3ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/samaria/samaria/chia/6515727
431,Centro - La Vega,$284.185.400,57m²,1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/ayanda-reserva-verde/centro/la-vega/7132409
432,20 DE JULIO - Chía,$277.899.344,"58,54m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/vibo-12--2-picnic-condominio/20-de-julio/chia/6451729
433,20 De Julio - Chía,$392.113.008,"85,87m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/vibo-12--2-picnic-condominio/20-de-julio/chia/6451729
434,20 DE JULIO - Chía,$344.536.403,"79,97m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/vibo-12--2-picnic-condominio/20-de-julio/chia/6451729
435,20 De Julio - Chía,$385.063.236,"85,87m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/vibo-12--2-picnic-condominio/20-de-julio/chia/6451729
436,Chapinero Alto - Bogotá,$157.200.000,"21,2m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/oikos-infinitum-58/chapinero-alto/bogota/6677728
437,Quinta Camacho - Bogotá,$225.868.500,"26,73m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/garden-home-club/quinta-camacho/bogota/6783537
438,Quinta Camacho - Bogotá,$427.843.000,"48,24m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6813177
439,Quinta Camacho - Bogotá,$456.500.000,"52,66m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6813177
440,Quinta Camacho - Bogotá,$689.219.000,"88,12m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6813177
441,Quinta Camacho - Bogotá,$421.881.000,"43,84m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6813177
442,Quinta Camacho - Bogotá,$474.866.000,"52,66m²",1ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6233985
443,DELICIAS NORTE - Chía,$243.700.400,"45,19m²",1ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/conjunto-residencial-torres-del-parque-chia/delicias-norte/chia/7091627
444,La Selva - Cali,$202.218.000,"56,76m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/tribeca/la-selva/cali/5992559
445,Pance - Cali,$353.029.000,54m²,1ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/living-apartaestudios/pance/cali/4596873
446,delicias norte - Chía,$351.351.552,"70,2m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/conjunto-residencial-torres-del-parque-chia/delicias-norte/chia/7091627
447,Pance - Cali,$824.900.000,135m²,4ha.,4ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/antares-pance/pance/cali/3429330
448,Pance - Cali,$370.196.000,"74,5m²",1ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/living-apartaestudios/pance/cali/4596873
449,Pance - Cali,$375.128.000,"82,34m²",1ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/living-apartaestudios/pance/cali/4596873
450,Pance - Cali,$1.365.581.000,"217,72m²",3ha.,4ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/valderas/pance/cali/5920491
451,Pance - Cali,$528.000.000,"94,88m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/central-park-plus/pance/cali/5889681
452,Pance - Cali,$582.000.000,"104,54m²",3ha.,3ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/central-park-plus/pance/cali/5889681
453,Pance - Cali,$435.100.000,65m²,1ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/zento-75-loft/pance/cali/5790637
454,Quinta Camacho - Bogotá,$206.472.000,"24,58m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/garden-home-club/quinta-camacho/bogota/6783537
455,Quinta Camacho - Bogotá,$326.401.500,"39,09m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/garden-home-club/quinta-camacho/bogota/6783537
456,Quinta Camacho - Bogotá,$513.400.000,"59,2m²",2ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/garden-home-club/quinta-camacho/bogota/6783537
457,Quinta Camacho - Bogotá,$206.472.000,"22,06m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/garden-home-club/quinta-camacho/bogota/6783537
458,Quinta Camacho - Bogotá,$564.581.000,"64,54m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6233985
459,Quinta Camacho - Bogotá,$733.603.000,"88,12m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6233985
460,Quinta Camacho - Bogotá,$717.991.000,"88,12m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6233985
461,Quinta Camacho - Bogotá,$568.142.000,"64,54m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6233985
462,Pance - Cali,$656.300.000,114m²,3ha.,4ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/antares-pance/pance/cali/3429330
463,delicias norte - Chía,$225.959.600,"41,61m²",1ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/conjunto-residencial-torres-del-parque-chia/delicias-norte/chia/7091627
464,delicias norte - Chía,$246.084.320,"45,67m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/conjunto-residencial-torres-del-parque-chia/delicias-norte/chia/7091627
465,Pance - Cali,$517.732.000,115m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/living-apartaestudios/pance/cali/4596873
466,Pance - Cali,$547.860.000,"115,1m²",3ha.,4ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/moka/pance/cali/6486882
467,Pance - Cali,$428.000.000,74m²,2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/living-apartaestudios/pance/cali/4596873
468,Chapinero Norte - Bogotá,$157.200.000,"21,2m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/oikos-infinitum-58/chapinero-norte/bogota/6677831
469,Quinta Camacho - Bogotá,$185.477.500,"21,48m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/garden-home-club/quinta-camacho/bogota/6783537
470,Quinta Camacho - Bogotá,$542.282.000,"64,54m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6813177
471,Quinta Camacho - Bogotá,$567.378.000,"64,54m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6233985
472,Quinta Camacho - Bogotá,$445.318.000,"48,24m²",1ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6233985
473,Quinta Camacho - Bogotá,$557.687.000,"60,99m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6233985
474,Quinta Camacho - Bogotá,$570.639.000,"64,54m²",2ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/life-72/quinta-camacho/bogota/6233985
475,Centro Internacional - Bogotá,$331.909.000,"40,07m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/teik-urban-style/centro-internacional/bogota/7057683
476,Centro Internacional - Bogotá,$354.827.000,"44,15m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/teik-urban-style/centro-internacional/bogota/7057683
477,Centro Internacional - Bogotá,$332.198.500,"39,11m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/teik-urban-style/centro-internacional/bogota/7057683
478,Centro Internacional - Bogotá,$290.097.109,"26,62m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/urban/centro-internacional/bogota/6483709
479,Centro Internacional - Bogotá,$478.420.489,"62,64m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/33-dc--residencia-estudiantil/centro-internacional/bogota/6783299
480,Centro Internacional - Bogotá,$869.589.000,"108,36m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/33-dc--vivienda/centro-internacional/bogota/6780672
481,Zona Sur - Cali,$102.112.000,"43,12m²",2ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/mass-apartamentos/zona-sur/cali/6933707
482,Zona Sur - Cali,$302.028.844,"75,66m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/tierralinda-de-la-pradera/zona-sur/cali/6836856
483,Zona Sur - Cali,$170.000.000,"59,14m²",2ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/el-guayacan/zona-sur/cali/5750846
484,Zona Sur - Cali,$125.496.000,"56,34m²",2ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/mass-apartamentos/zona-sur/cali/6933707
485,Zona Sur - Cali,$299.766.000,"77,38m²",3ha.,2ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/belaterra-areia/zona-sur/cali/5355815
486,Centro Internacional - Bogotá,$290.097.109,"26,62m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/urban/centro-internacional/bogota/6483709
487,Centro Internacional - Bogotá,$444.910.200,"54,39m²",1ha.,1ba.,https://www.fincaraiz.com.co/proyecto-de-vivienda/33-dc--residencia-estudiantil/centro-internacional/bogota/6783299
